Country	FirmCode	Ano	id	t	IPR	ROA	ROS	RD	Sales	Leverage	Size	Age	y_2010	y_2011	y_2012	y_2013	y_2014	y_2015	y_2016	y_2017	y_2018	y_2019	y_2020
BRA	118	2011	43	2	5.3	0.083886317	1.473622686	0.380810779	0.357053306	0.89867469	9217.022687	22	0	1	0	0	0	0	0	0	0	0	0
BRA	118	2012	43	3	5.5	0.058830411	1.647338077	0.314140518	-0.058042078	0.570485115	7766.506702	23	0	0	1	0	0	0	0	0	0	0	0
BRA	118	2013	43	4	5.6	0.035872265	2.231372369	0.229581399	0.150991183		6599.460048	24	0	0	0	1	0	0	0	0	0	0	0
BRA	118	2014	43	5	5.5	0.084845119	2.299519525	0.176779486	0.112800384	0.112982116	7126.242883	25	0	0	0	0	1	0	0	0	0	0	0
BRA	118	2015	43	6	5099	0.274828401	1.502823198	0.362211084	0.170041175	0.507217225	12758.24614	26	0	0	0	0	0	1	0	0	0	0	0
BRA	118	2016	43	7	5145	0.102832217	1.216585359	0.266686453	-0.000904618	0.188192689	15745.74568	27	0	0	0	0	0	0	1	0	0	0	0
BRA	118	2017	43	8	5434	0.002430696	0.994449168	0.113451184	0.479955496	0.260223423	28508.33709	28	0	0	0	0	0	0	0	1	0	0	0
BRA	118	2018	43	9	5746	0.099057795	1.203486069	0.10632372	0.153254098	0.609591789	27166.79547	29	0	0	0	0	0	0	0	0	1	0	0
BRA	118	2019	43	10	5564	0.093658518	1.188371657	0.100407355	-0.002545033	0.747251136	27442.29905	30	0	0	0	0	0	0	0	0	0	1	0
BRA	118	2020	43	11	5478	0.182499749	1.127152477	0.101621892	-0.231701979	0.511818551	22228.99472	31	0	0	0	0	0	0	0	0	0	0	1
BRA	119	2010	44	1	5118							14	1	0	0	0	0	0	0	0	0	0	0
BRA	119	2011	44	2	5.3	0.191476529	1.557845918	0.363711731	0.093072431	0.487329057	14849.53134	15	0	1	0	0	0	0	0	0	0	0	0
BRA	119	2012	44	3	5.5	0.246257982	1.372098934	0.316680535	0.022761441	0.682028429	17243.52962	16	0	0	1	0	0	0	0	0	0	0	0
BRA	119	2013	44	4	5.6	0.067458711	0.644055948	0.589441999	0.002887821	0.0961432	36841.7589	17	0	0	0	1	0	0	0	0	0	0	0
BRA	119	2014	44	5	5.5	0.095263112	0.824944291	0.419818063	0.271643093	0.066628726	36576.70392	18	0	0	0	0	1	0	0	0	0	0	0
BRA	119	2015	44	6	5099	0.053816545	0.766811942	0.466894189	-0.250884057	0.209663751	29477.41258	19	0	0	0	0	0	1	0	0	0	0	0
BRA	119	2016	44	7	5145	0.047088666	0.544397517	1.334243951	0.071861331	0.27351279	44504.16893	20	0	0	0	0	0	0	1	0	0	0	0
BRA	119	2017	44	8	5434	0.072596364	0.856559641	0.125721783	0.744460776		49342.41855	21	0	0	0	0	0	0	0	1	0	0	0
BRA	119	2018	44	9	5746	0.048253001	0.848766649	0.144558051	-0.07986568	0.171165788	45818.51021	22	0	0	0	0	0	0	0	0	1	0	0
BRA	119	2019	44	10	5564	-0.00364037	0.282508484	0.279635519	0.141642937	0.195089005	157154.9517	23	0	0	0	0	0	0	0	0	0	1	0
BRA	119	2020	44	11	5478	0.010908754	0.329321747	0.280356964	-0.082620161	0.180114711	123676.83	24	0	0	0	0	0	0	0	0	0	0	1
BRA	120	2010	45	1	5118	0.149547441	0.797991659	0.093500963	0.296412331	0.662225924	804065.7842	27	1	0	0	0	0	0	0	0	0	0	0
BRA	120	2011	45	2	5.3	0.169076756	0.956132535	0.094023422	0.190200492	0.445061591	798715.2239	28	0	1	0	0	0	0	0	0	0	0	0
BRA	120	2012	45	3	5.5	0.208936796	0.995322468	0.10539995	-0.052729343	0.271746249	726809.0658	29	0	0	1	0	0	0	0	0	0	0	0
BRA	120	2013	45	4	5.6	0.172559201	0.871814927	0.105612752	0.032653111	0.383841292	856868.743	30	0	0	0	1	0	0	0	0	0	0	0
BRA	120	2014	45	5	5.5	0.161892581	0.826752698	0.107488687	0.008181926	0.532478521	910965.4117	31	0	0	0	0	1	0	0	0	0	0	0
BRA	120	2015	45	6	5099	0.085763173	0.717010978	0.129273965	-0.239273113	0.664598637	799061.9841	32	0	0	0	0	0	1	0	0	0	0	0
BRA	120	2016	45	7	5145	0.08684969	0.893561634	0.145073281	0.092108864	0.534354534	700241.2538	33	0	0	0	0	0	0	1	0	0	0	0
BRA	120	2017	45	8	5434	0.057586445	0.893209685	0.14854467	0.115191569	0.532424101	781210.8396	34	0	0	0	0	0	0	0	1	0	0	0
BRA	120	2018	45	9	5746	0.094149695	0.882858824	0.17701169	-0.172044202	0.371566192	654391.3853	35	0	0	0	0	0	0	0	0	1	0	0
BRA	120	2019	45	10	5564	0.091971356	0.645410383	0.255421704	0.001272727	0.18184085	896283.2374	36	0	0	0	0	0	0	0	0	0	1	0
BRA	120	2020	45	11	5478	0.07646851	0.504444655	0.221892494	-0.129557104	0.124819232	998177.9743	37	0	0	0	0	0	0	0	0	0	0	1
